CustomerID,StateProvinceName,CountryRegionName,Education,Occupation,Gender,MaritalStatus,NumberCarsOwned,TotalChildren,BikeBuyer,AgeRange,log_YearlyIncome
11041,California,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.266641221214377
11042,California,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.165111149463693
11043,California,United States,Partial College,Skilled Manual,M,M,2,0,0,Under 25,11.266385335849623
11044,Queensland,Australia,Partial High School,Clerical,M,M,2,2,0,Between 45 and 55,10.086100733470296
11045,New South Wales,Australia,High School,Skilled Manual,M,S,2,3,0,Between 45 and 55,10.848793249478808
11046,New South Wales,Australia,High School,Skilled Manual,F,M,2,3,0,Between 45 and 55,10.83561226271281
11047,Victoria,Australia,High School,Skilled Manual,F,M,2,3,0,Between 45 and 55,10.662843733206408
11049,California,United States,Partial High School,Clerical,F,S,2,0,1,Under 25,10.787709534884778
11050,Tasmania,Australia,High School,Skilled Manual,M,M,2,3,0,Between 45 and 55,10.978233970102256
11051,Queensland,Australia,High School,Skilled Manual,M,S,2,3,0,Between 45 and 55,10.736005294543881
11052,New South Wales,Australia,Partial College,Clerical,F,S,2,2,0,Between 45 and 55,10.83545476379529
11053,California,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.425175633572064
11054,Victoria,Australia,Partial College,Skilled Manual,F,M,2,2,0,Between 25 and 45,10.82013821962583
11055,Queensland,Australia,Partial College,Skilled Manual,M,M,2,2,0,Between 25 and 45,10.886670283943698
11056,New South Wales,Australia,Partial College,Skilled Manual,F,M,2,3,0,Between 25 and 45,10.560696626290444
11057,New South Wales,Australia,Graduate Degree,Management,M,M,2,2,0,Between 25 and 45,11.691406322378246
11058,South Australia,Australia,Partial College,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.695097010513058
11059,Queensland,Australia,Partial College,Skilled Manual,F,S,2,2,0,Between 25 and 45,11.373123021774923
11060,Victoria,Australia,Partial College,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.664512862394322
11061,Queensland,Australia,Partial College,Skilled Manual,M,M,2,2,1,Between 25 and 45,11.614687513905766
11062,Oregon,United States,High School,Skilled Manual,M,M,2,0,0,Under 25,10.861783578555313
11063,Washington,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.811927547865569
11064,California,United States,High School,Skilled Manual,M,M,2,0,0,Under 25,10.973460282995074
11065,California,United States,Partial College,Skilled Manual,F,M,2,0,1,Under 25,11.20351571349861
11066,Oregon,United States,Partial College,Professional,F,M,2,0,0,Under 25,11.029812279770773
11067,Washington,United States,Partial College,Professional,M,S,2,0,1,Under 25,11.472613756898362
11070,Victoria,Australia,High School,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.607171442348335
11071,Queensland,Australia,High School,Skilled Manual,F,S,2,2,0,Between 25 and 45,11.577945120344157
11072,New South Wales,Australia,High School,Skilled Manual,F,S,2,2,0,Between 25 and 45,11.489103972844227
11073,New South Wales,Australia,High School,Skilled Manual,F,S,2,2,0,Between 25 and 45,10.983867979609434
11074,South Australia,Australia,High School,Skilled Manual,M,S,2,2,0,Between 25 and 45,11.450347686985502
11075,Victoria,Australia,High School,Professional,F,S,2,2,0,Between 25 and 45,11.504258010878667
11076,New South Wales,Australia,High School,Professional,M,S,2,2,0,Between 25 and 45,11.626646930271926
11077,Victoria,Australia,High School,Professional,F,S,2,2,0,Between 25 and 45,11.596604629635184
11078,British Columbia,Canada,High School,Professional,F,S,2,0,1,Under 25,10.801288395096439
11079,Victoria,Australia,Graduate Degree,Management,M,S,2,0,0,Between 25 and 45,12.057827825066173
11080,South Australia,Australia,Graduate Degree,Management,M,M,2,0,1,Between 25 and 45,12.109506677553842
11081,California,United States,Bachelors ,Management,F,M,3,2,0,Between 25 and 45,11.905703768159652
11082,California,United States,Graduate Degree,Management,F,S,3,1,1,Between 25 and 45,11.91650212441446
11083,California,United States,Graduate Degree,Management,F,M,3,1,1,Between 25 and 45,12.00709107824302
11085,California,United States,High School,Professional,F,S,2,2,0,Between 25 and 45,11.11095424611632
11086,California,United States,Partial College,Professional,M,M,0,2,0,Between 25 and 45,11.491027443869012
11088,California,United States,Bachelors ,Management,M,M,0,2,0,Between 25 and 45,11.774597181989778
11089,California,United States,Bachelors ,Management,F,S,1,2,1,Between 25 and 45,11.426593856885356
11090,California,United States,Partial College,Professional,M,S,1,2,0,Between 25 and 45,11.642926884564483
11091,British Columbia,Canada,Partial College,Professional,M,M,1,2,0,Between 25 and 45,11.633548907293967
11093,New South Wales,Australia,Graduate Degree,Management,F,M,0,0,0,Between 25 and 45,11.579078307389754
11094,Victoria,Australia,Partial College,Skilled Manual,M,S,1,1,1,Between 25 and 45,11.395121179088061
11095,New South Wales,Australia,Partial College,Skilled Manual,M,S,1,1,0,Between 25 and 45,11.596714990699912
11096,New South Wales,Australia,Bachelors ,Professional,M,M,1,1,1,Between 25 and 45,11.580313048671924
11097,Victoria,Australia,Partial College,Skilled Manual,M,M,1,1,0,Between 25 and 45,11.498004701959655
11098,New South Wales,Australia,Partial College,Skilled Manual,F,S,1,1,0,Between 25 and 45,11.323059520718738
11099,New South Wales,Australia,Bachelors ,Professional,M,M,1,1,1,Between 25 and 45,11.550856885804784
11100,South Australia,Australia,Partial College,Skilled Manual,F,S,1,1,0,Between 25 and 45,11.105257933306865
11101,Victoria,Australia,Bachelors ,Professional,F,S,1,0,1,Between 25 and 45,11.228836928028578
11102,New South Wales,Australia,Bachelors ,Professional,F,S,4,5,1,Between 25 and 45,11.463388522030929
11103,New South Wales,Australia,Bachelors ,Professional,F,S,1,0,0,Between 25 and 45,11.351429541435136
11104,Queensland,Australia,Bachelors ,Professional,M,M,1,0,0,Between 25 and 45,11.5370813481813
11105,New South Wales,Australia,Bachelors ,Professional,F,S,1,0,0,Between 25 and 45,11.390136168877607
11106,Victoria,Australia,Bachelors ,Professional,M,S,1,0,1,Between 25 and 45,11.490495790004044
11107,New South Wales,Australia,Bachelors ,Professional,F,M,1,1,1,Between 25 and 45,11.672634951676818
11109,Victoria,Australia,Bachelors ,Professional,M,S,2,0,1,Between 25 and 45,11.579564902636335
11110,New South Wales,Australia,Partial College,Skilled Manual,M,M,1,1,1,Between 25 and 45,11.251716532849226
11111,Victoria,Australia,Partial College,Skilled Manual,F,M,1,1,1,Between 25 and 45,11.046148624038919
11112,Queensland,Australia,Partial College,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.200281076894816
11113,South Australia,Australia,Bachelors ,Professional,M,M,2,5,1,Between 25 and 45,11.554259328463205
16475,Hamburg,Germany,Partial High School,Manual,M,S,2,0,0,Under 25,9.836759970485419
11115,New South Wales,Australia,Partial College,Skilled Manual,M,M,2,5,1,Between 25 and 45,11.443896878559793
11116,New South Wales,Australia,Partial College,Skilled Manual,M,M,2,5,1,Between 25 and 45,11.371016218787535
11117,New South Wales,Australia,Partial College,Skilled Manual,F,M,3,5,1,Between 25 and 45,11.201988412705349
11119,New South Wales,Australia,Partial College,Clerical,M,S,2,2,0,Over 55,10.841109155112113
11120,New South Wales,Australia,Bachelors ,Management,F,S,1,2,0,Over 55,10.864369167738158
11122,New South Wales,Australia,Partial College,Skilled Manual,M,M,3,5,0,Between 25 and 45,11.39205642248924
11123,Victoria,Australia,Partial College,Skilled Manual,M,M,3,5,1,Between 25 and 45,11.533845115222732
11124,Victoria,Australia,Partial College,Skilled Manual,M,S,1,1,1,Between 25 and 45,11.57941520623906
11125,Victoria,Australia,Partial College,Skilled Manual,F,S,1,1,0,Between 25 and 45,11.093310721257621
11126,New South Wales,Australia,High School,Skilled Manual,M,M,2,2,0,Between 45 and 55,10.399920091014481
11127,California,United States,High School,Skilled Manual,F,M,1,0,0,Under 25,10.738090891650067
11129,Washington,United States,High School,Skilled Manual,F,S,1,0,0,Under 25,10.377296432622842
11130,Oregon,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.45964020788716
11131,British Columbia,Canada,High School,Skilled Manual,F,M,2,0,0,Under 25,10.578114283458694
11132,British Columbia,Canada,High School,Skilled Manual,F,S,2,0,0,Under 25,10.695099024366057
11133,Oregon,United States,Partial High School,Clerical,F,S,2,0,0,Under 25,10.518943425380202
11134,South Australia,Australia,High School,Skilled Manual,M,S,2,5,1,Between 45 and 55,10.17385814221302
11135,California,United States,Partial High School,Clerical,M,S,2,0,0,Under 25,11.076170907915058
11136,British Columbia,Canada,High School,Skilled Manual,F,S,2,0,0,Under 25,10.55911457318215
11137,Washington,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.664550357894438
11138,California,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.794911656680155
11139,South Australia,Australia,Partial College,Clerical,F,S,2,2,0,Over 55,10.225933304924201
11140,California,United States,Partial High School,Clerical,M,S,2,0,0,Under 25,11.076480395251759
11141,California,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.401714140725604
11142,British Columbia,Canada,High School,Skilled Manual,M,S,2,0,1,Under 25,11.058606190644545
11143,California,United States,High School,Skilled Manual,M,M,2,0,0,Under 25,10.684325046223062
11144,Washington,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.913960555637539
11145,Oregon,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.2985992485648
11146,New South Wales,Australia,Bachelors ,Management,F,S,2,2,0,Over 55,11.111462338241362
11147,Victoria,Australia,Graduate Degree,Management,M,M,1,2,0,Over 55,11.729737011387403
11148,Queensland,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,11.054866216741466
11149,Queensland,Australia,Bachelors ,Management,M,M,2,2,0,Over 55,11.319923070568006
11150,Victoria,Australia,Bachelors ,Management,M,S,2,2,0,Over 55,11.262603401275525
11151,New South Wales,Australia,Graduate Degree,Management,F,S,1,2,0,Between 45 and 55,11.455137441202835
11152,Washington,United States,High School,Skilled Manual,M,S,2,0,1,Under 25,11.04376947637563
11153,Washington,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.524843306446932
11154,Oregon,United States,Partial College,Skilled Manual,F,S,1,0,0,Under 25,10.415562395702551
11155,California,United States,Partial College,Skilled Manual,M,S,1,0,1,Under 25,11.013913122156428
11157,Washington,United States,High School,Skilled Manual,F,M,2,0,0,Under 25,10.728517893131238
11158,California,United States,High School,Skilled Manual,M,S,2,0,0,Under 25,10.955602047544657
11159,California,United States,High School,Skilled Manual,F,S,2,0,0,Under 25,10.37452190040887
11160,California,United States,Partial College,Skilled Manual,M,S,1,0,0,Under 25,10.904744237612876
11161,California,United States,Partial College,Skilled Manual,F,S,1,0,1,Under 25,10.73691827854313
11163,California,United States,Partial College,Skilled Manual,M,M,1,0,0,Under 25,10.947802037796388
11164,California,United States,Partial College,Skilled Manual,M,S,1,0,1,Under 25,10.798472928582948
11165,California,United States,Partial College,Skilled Manual,F,M,1,0,0,Under 25,11.398120490484402
11166,Washington,United States,Partial College,Skilled Manual,F,S,2,0,1,Between 25 and 45,11.156836063853547
11169,California,United States,Bachelors ,Management,M,M,1,4,1,Between 25 and 45,11.664126083356361
11170,Washington,United States,Bachelors ,Management,F,M,1,4,1,Between 25 and 45,11.558548714994645
11171,California,United States,Bachelors ,Management,M,S,2,1,1,Between 25 and 45,11.765829739886065
11172,Washington,United States,Bachelors ,Management,F,M,2,1,0,Between 25 and 45,11.488796693391635
11173,Oregon,United States,Graduate Degree,Management,F,S,4,0,0,Between 25 and 45,11.927138861636093
11174,California,United States,Graduate Degree,Management,M,M,0,1,1,Between 25 and 45,12.118502930880897
11175,California,United States,Partial College,Skilled Manual,M,S,2,0,1,Between 25 and 45,11.493049234965437
11176,British Columbia,Canada,Bachelors ,Management,M,M,1,4,1,Between 25 and 45,11.855628251342077
11177,California,United States,Graduate Degree,Management,M,M,2,4,1,Between 45 and 55,12.131656164253945
11179,California,United States,Graduate Degree,Management,F,M,3,4,0,Between 45 and 55,11.862483141140077
11180,California,United States,Bachelors ,Management,F,M,4,3,1,Between 45 and 55,11.88570207845486
11181,California,United States,Graduate Degree,Management,M,M,2,3,0,Between 45 and 55,12.125426422444509
11182,Washington,United States,Bachelors ,Management,F,S,2,4,0,Between 45 and 55,11.300857848403131
11183,California,United States,Bachelors ,Management,F,S,2,4,1,Between 45 and 55,11.411623369439903
11184,California,United States,Bachelors ,Management,F,S,2,4,0,Between 45 and 55,11.41902129626888
11185,British Columbia,Canada,Bachelors ,Management,F,S,2,4,0,Between 45 and 55,11.331451548827411
11186,California,United States,Bachelors ,Management,F,S,2,4,0,Between 45 and 55,11.287516850335823
11187,Washington,United States,Graduate Degree,Management,F,M,2,4,0,Between 45 and 55,11.360112223706492
11188,California,United States,Graduate Degree,Management,F,M,2,4,0,Between 45 and 55,11.554825278434906
11189,Washington,United States,Graduate Degree,Management,M,S,2,4,0,Between 45 and 55,11.711366403644066
11190,California,United States,Bachelors ,Management,M,M,2,5,0,Between 45 and 55,11.470821398947416
11191,California,United States,Bachelors ,Management,F,S,3,5,0,Between 45 and 55,11.290469177436155
11192,Washington,United States,Bachelors ,Management,M,M,2,4,0,Between 45 and 55,11.628831184014418
11193,Oregon,United States,Bachelors ,Management,M,M,2,4,0,Between 45 and 55,11.61792491545187
11194,California,United States,Bachelors ,Management,F,M,2,4,0,Between 45 and 55,11.404136857893421
11195,Washington,United States,Bachelors ,Management,F,M,3,5,0,Between 45 and 55,11.36612934064356
11196,Oregon,United States,Bachelors ,Management,M,M,3,5,0,Between 45 and 55,11.481795929773307
11197,Washington,United States,Bachelors ,Management,F,M,1,3,1,Between 45 and 55,11.370774170365143
11198,California,United States,Bachelors ,Management,F,S,1,4,0,Between 45 and 55,11.338691118358893
11199,California,United States,Bachelors ,Management,F,M,1,4,0,Between 45 and 55,11.305852093833513
11200,British Columbia,Canada,Bachelors ,Management,M,M,1,4,1,Between 45 and 55,11.52417198510996
11201,California,United States,Bachelors ,Management,F,M,1,4,0,Between 45 and 55,11.329675477317695
11202,California,United States,Bachelors ,Management,F,M,2,5,0,Between 45 and 55,11.476448185159956
11203,British Columbia,Canada,High School,Professional,M,M,2,2,0,Between 45 and 55,10.92240707229499
11204,Oregon,United States,High School,Professional,F,M,2,2,0,Between 45 and 55,10.823790225800138
11205,Washington,United States,High School,Professional,F,M,2,2,0,Between 45 and 55,10.861227282322822
11206,Washington,United States,Partial College,Professional,M,M,1,2,0,Between 45 and 55,11.481259343891216
11208,California,United States,Bachelors ,Management,F,M,0,2,1,Between 45 and 55,11.307388503976142
11209,California,United States,Bachelors ,Management,F,M,0,2,1,Between 45 and 55,11.200800415433207
11210,California,United States,Partial College,Professional,M,M,2,4,0,Between 45 and 55,11.380136653706765
11211,British Columbia,Canada,High School,Professional,F,M,2,2,1,Between 45 and 55,10.826157891374322
11212,British Columbia,Canada,High School,Professional,F,M,2,2,0,Between 45 and 55,10.783114300038692
11213,Washington,United States,Partial College,Professional,F,S,2,2,0,Between 45 and 55,11.14808873263942
11214,Oregon,United States,Partial College,Professional,M,S,2,2,0,Between 45 and 55,11.42117195271862
11216,Oregon,United States,Partial College,Professional,F,S,2,2,0,Between 45 and 55,11.28210250231215
11217,Oregon,United States,Partial College,Professional,F,S,2,2,1,Between 45 and 55,11.308235592314265
11218,Washington,United States,Partial College,Professional,F,S,2,2,0,Between 45 and 55,11.241379174427852
11219,Oregon,United States,High School,Professional,M,M,2,2,0,Between 45 and 55,11.391401691469984
11220,California,United States,Partial College,Professional,F,M,1,2,0,Between 45 and 55,11.502208240129024
11221,California,United States,Partial College,Professional,M,M,1,4,0,Between 45 and 55,11.580714946006585
11222,California,United States,Bachelors ,Management,F,M,1,3,0,Between 45 and 55,11.491068328614919
11223,British Columbia,Canada,High School,Professional,F,S,2,2,1,Between 45 and 55,11.448450941784744
11224,Washington,United States,High School,Professional,F,S,2,2,0,Between 45 and 55,10.98201617442016
11225,Washington,United States,Partial College,Professional,F,M,1,2,0,Between 45 and 55,11.229235413787984
11226,Oregon,United States,Partial College,Professional,F,M,1,2,0,Between 45 and 55,11.153117045391879
11227,California,United States,Partial College,Professional,M,S,2,2,1,Between 45 and 55,11.581760990745659
11228,California,United States,Partial College,Professional,F,M,2,2,1,Between 45 and 55,11.32804062577311
11229,California,United States,Partial College,Professional,M,S,1,4,0,Between 45 and 55,11.282291429896768
11230,California,United States,Partial College,Professional,F,M,2,4,0,Between 45 and 55,11.319012992299138
11231,Washington,United States,High School,Professional,M,M,2,2,0,Between 25 and 45,11.3227088238563
11232,Washington,United States,High School,Professional,F,M,2,3,1,Between 25 and 45,11.405507278202936
11233,California,United States,Partial College,Professional,M,M,2,4,0,Between 25 and 45,11.471843019868999
11234,California,United States,Partial College,Professional,F,S,2,4,1,Between 25 and 45,11.309180047391001
11235,Washington,United States,Partial College,Professional,M,M,2,4,0,Between 25 and 45,11.48512252030814
11236,Washington,United States,Partial College,Professional,M,S,2,5,1,Between 25 and 45,11.552194253890928
11237,Nordrhein-Westfalen,Germany,Bachelors ,Management,M,S,4,3,1,Between 25 and 45,12.009394524679594
11238,England,United Kingdom,Bachelors ,Management,F,S,4,3,1,Between 25 and 45,11.838033371512392
11239,England,United Kingdom,Partial College,Professional,F,M,2,4,0,Between 25 and 45,11.723793985408825
11240,England,United Kingdom,Partial College,Professional,F,M,4,3,1,Between 25 and 45,11.824482742855427
11241,Essonne,France,Partial College,Professional,F,S,4,3,1,Between 25 and 45,11.65033682079319
11242,Yveline,France,Partial College,Professional,M,M,3,4,1,Between 25 and 45,11.98458397414651
11243,England,United Kingdom,Partial College,Professional,F,M,3,3,0,Between 25 and 45,11.78321974207077
11244,England,United Kingdom,Bachelors ,Management,F,S,3,3,1,Between 25 and 45,11.846192570642494
11245,Hessen,Germany,High School,Professional,M,M,4,4,1,Between 25 and 45,11.948421755640169
11246,Hamburg,Germany,High School,Professional,F,M,4,4,0,Between 25 and 45,11.827517202728867
11248,Seine Saint Denis,France,Partial College,Professional,M,M,4,4,1,Between 25 and 45,12.016085785218465
11249,Saarland,Germany,Partial College,Professional,F,M,3,4,1,Between 25 and 45,11.763948739758959
11250,England,United Kingdom,High School,Professional,F,M,2,4,0,Between 25 and 45,11.850675456343609
11251,British Columbia,Canada,High School,Professional,M,S,2,4,0,Over 55,10.819838282610355
11252,California,United States,Graduate Degree,Management,M,S,1,3,0,Over 55,11.842257988677197
11253,British Columbia,Canada,Graduate Degree,Management,M,M,2,2,0,Over 55,11.759582397269078
11254,Washington,United States,Graduate Degree,Management,M,M,2,4,0,Over 55,11.528306567008531
11256,Washington,United States,Graduate Degree,Management,F,M,2,4,0,Over 55,11.39528991843679
11257,California,United States,Graduate Degree,Management,F,S,4,2,0,Over 55,11.895224295046553
11259,Oregon,United States,Partial College,Professional,F,M,4,4,0,Between 25 and 45,11.476479299198095
11260,California,United States,Bachelors ,Management,F,M,3,2,1,Between 25 and 45,11.757744398683498
11261,California,United States,Graduate Degree,Management,F,M,1,2,0,Between 25 and 45,11.94778107636882
11262,British Columbia,Canada,Bachelors ,Management,F,M,0,4,0,Between 25 and 45,11.485379535540277
11263,Washington,United States,Partial College,Professional,F,M,3,5,0,Between 25 and 45,11.552549942753446
11264,Washington,United States,Partial College,Professional,M,S,3,5,1,Between 25 and 45,11.71976075656826
11265,Washington,United States,Partial College,Professional,F,M,3,5,1,Between 25 and 45,11.425262966956396
11266,Washington,United States,Partial College,Professional,F,S,1,0,0,Between 25 and 45,11.500326429393713
11267,California,United States,Partial College,Professional,M,S,4,4,1,Between 25 and 45,12.041009305292489
11268,California,United States,Graduate Degree,Management,F,M,2,2,0,Between 25 and 45,11.886383776943307
11269,California,United States,Graduate Degree,Management,M,M,2,2,1,Between 25 and 45,12.065856099838584
11270,California,United States,Graduate Degree,Management,M,M,3,2,1,Between 25 and 45,12.105484059417746
11271,California,United States,Bachelors ,Management,F,S,4,2,1,Between 25 and 45,11.858683030616108
11272,California,United States,Partial College,Professional,F,S,0,4,1,Between 25 and 45,11.185573511837868
11273,California,United States,Partial College,Professional,M,M,0,2,0,Between 25 and 45,11.666375899683093
11274,Washington,United States,Graduate Degree,Management,M,M,2,2,0,Over 55,11.232536731345913
11275,California,United States,Graduate Degree,Management,F,M,2,4,0,Over 55,11.634479160522805
11276,British Columbia,Canada,Partial College,Professional,F,M,2,4,1,Between 25 and 45,11.541522639947903
11277,British Columbia,Canada,Partial College,Professional,M,M,2,4,1,Between 25 and 45,11.739766173368674
11279,Washington,United States,Partial College,Professional,F,M,1,0,0,Between 25 and 45,11.359238011170559
11280,Washington,United States,Partial College,Professional,M,M,1,0,1,Between 25 and 45,11.739941508498312
11281,California,United States,Bachelors ,Management,F,S,4,4,1,Between 25 and 45,11.758229645621093
11282,Washington,United States,Partial College,Professional,M,M,4,5,1,Between 25 and 45,11.56672212332587
11283,California,United States,Bachelors ,Management,M,M,2,3,1,Between 25 and 45,11.957566413430033
11285,California,United States,Partial College,Professional,M,M,4,3,1,Between 25 and 45,12.013355238654096
11286,California,United States,Graduate Degree,Management,M,M,4,0,0,Between 25 and 45,12.04274750878171
11287,British Columbia,Canada,Partial College,Professional,M,M,3,5,1,Between 25 and 45,11.486499350733705
11289,California,United States,Bachelors ,Management,F,M,1,3,1,Between 25 and 45,11.726374172791594
11290,California,United States,Bachelors ,Management,F,M,3,3,1,Between 25 and 45,11.888906834686154
11291,California,United States,Bachelors ,Management,F,M,3,3,0,Between 25 and 45,11.780950599512616
11292,California,United States,Partial College,Professional,M,S,3,2,1,Between 25 and 45,11.919503287115782
11293,Washington,United States,High School,Professional,M,S,2,2,1,Between 25 and 45,11.476748913651063
11294,Washington,United States,High School,Professional,M,M,2,2,0,Between 25 and 45,11.439160510902152
11295,California,United States,Partial High School,Skilled Manual,F,S,2,2,1,Between 25 and 45,11.397480942858383
11296,Washington,United States,Graduate Degree,Management,F,S,2,2,0,Over 55,11.323700131859479
11297,California,United States,Graduate Degree,Management,M,S,2,4,0,Over 55,11.60028594768203
11298,California,United States,Graduate Degree,Management,M,M,2,4,0,Over 55,11.627289328580956
11299,California,United States,Graduate Degree,Management,M,M,2,4,0,Over 55,11.674363810847758
11300,British Columbia,Canada,Partial College,Professional,M,M,3,5,1,Between 25 and 45,11.71291501941759
11301,Washington,United States,Partial College,Professional,M,M,4,5,1,Between 25 and 45,11.759558954732594
11302,Oregon,United States,High School,Professional,M,S,3,4,1,Between 25 and 45,11.7068543948059
11303,Washington,United States,High School,Professional,F,S,3,4,1,Between 25 and 45,11.572043069453317
11304,Oregon,United States,Partial College,Professional,F,M,0,3,0,Between 25 and 45,11.46715374072406
11305,California,United States,Partial College,Professional,M,M,4,3,0,Between 25 and 45,11.959513322367398
11306,California,United States,Partial College,Professional,M,M,4,3,1,Between 25 and 45,12.053504046885568
11307,California,United States,Partial High School,Skilled Manual,M,M,2,2,0,Between 25 and 45,11.64679180149478
11308,Oregon,United States,High School,Professional,M,M,2,2,0,Between 25 and 45,11.324388633308976
11309,Oregon,United States,High School,Professional,F,S,2,2,0,Between 25 and 45,11.191590085889484
11310,California,United States,Graduate Degree,Management,F,S,2,3,1,Between 25 and 45,11.54473416148488
11311,Washington,United States,Graduate Degree,Management,F,S,2,3,0,Between 25 and 45,11.392631780270468
11312,Washington,United States,Graduate Degree,Management,F,S,2,3,0,Between 25 and 45,11.420557951273969
11313,Washington,United States,Graduate Degree,Management,M,S,2,3,0,Between 25 and 45,11.529526895467654
11314,Washington,United States,Graduate Degree,Management,F,S,2,3,1,Between 25 and 45,11.43486662146953
11315,Washington,United States,Graduate Degree,Management,F,S,2,3,1,Between 25 and 45,11.513015460920471
11316,British Columbia,Canada,Graduate Degree,Management,M,M,2,3,0,Between 25 and 45,11.713757965523047
11317,Oregon,United States,Partial College,Professional,F,S,2,3,0,Between 25 and 45,10.722980999412945
11318,Washington,United States,Partial College,Professional,F,S,2,3,0,Between 25 and 45,11.058369897608577
11319,California,United States,Graduate Degree,Management,F,M,2,4,0,Over 55,11.511734756358006
11320,California,United States,Graduate Degree,Management,F,M,2,4,0,Over 55,11.854889735583097
11321,Washington,United States,Bachelors ,Management,M,M,2,5,0,Over 55,11.751587971942108
11322,Washington,United States,Bachelors ,Management,F,M,2,5,0,Over 55,11.610995469316592
11324,California,United States,Bachelors ,Management,M,M,2,5,0,Over 55,11.78404360987134
11325,Washington,United States,Bachelors ,Management,M,S,2,5,0,Over 55,11.760058943024534
